0.0000	35.000	17.000	42.000	20.000	27.000	37.000	8.0000	57.000	30.000	42.000	15.000	62.000	67.000
35.000	0.0000	20.000	7.0000	38.000	35.000	15.000	43.000	22.000	30.000	7.0000	27.000	32.000	40.000
17.000	20.000	0.0000	27.000	20.000	22.000	25.000	23.000	42.000	20.000	25.000	8.0000	50.000	57.000
42.000	7.0000	27.000	0.0000	45.000	42.000	15.000	50.000	15.000	35.000	7.0000	35.000	27.000	35.000
20.000	38.000	20.000	45.000	0.0000	10.000	45.000	17.000	60.000	17.000	42.000	12.000	70.000	77.000
27.000	35.000	22.000	42.000	10.000	0.0000	45.000	27.000	55.000	7.0000	37.000	15.000	68.000	75.000
37.000	15.000	25.000	15.000	45.000	45.000	0.0000	43.000	23.000	42.000	20.000	33.000	27.000	32.000
8.0000	43.000	23.000	50.000	17.000	27.000	43.000	0.0000	63.000	32.000	48.000	18.000	70.000	75.000
57.000	22.000	42.000	15.000	60.000	55.000	23.000	63.000	0.0000	48.000	18.000	48.000	18.000	27.000
30.000	30.000	20.000	35.000	17.000	7.0000	42.000	32.000	48.000	0.0000	30.000	15.000	62.000	70.000
42.000	7.0000	25.000	7.0000	42.000	37.000	20.000	48.000	18.000	30.000	0.0000	32.000	33.000	42.000
15.000	27.000	8.0000	35.000	12.000	15.000	33.000	18.000	48.000	15.000	32.000	0.0000	58.000	65.000
62.000	32.000	50.000	27.000	70.000	68.000	27.000	70.000	18.000	62.000	33.000	58.000	0.0000	8.0000
67.000	40.000	57.000	35.000	77.000	75.000	32.000	75.000	27.000	70.000	42.000	65.000	8.0000	0.0000
