0.0000	105.00	50.000	125.00	60.000	80.000	110.00	25.000	170.00	90.000	125.00	45.000	185.00	200.00
105.00	0.0000	60.000	20.000	115.00	105.00	45.000	130.00	65.000	90.000	20.000	80.000	95.000	120.00
50.000	60.000	0.0000	80.000	60.000	65.000	75.000	70.000	125.00	60.000	75.000	25.000	150.00	170.00
125.00	20.000	80.000	0.0000	135.00	125.00	45.000	150.00	45.000	105.00	20.000	105.00	80.000	105.00
60.000	115.00	60.000	135.00	0.0000	30.000	135.00	50.000	180.00	50.000	125.00	35.000	210.00	230.00
80.000	105.00	65.000	125.00	30.000	0.0000	135.00	80.000	165.00	20.000	110.00	45.000	205.00	225.00
110.00	45.000	75.000	45.000	135.00	135.00	0.0000	130.00	70.000	125.00	60.000	100.00	80.000	95.000
25.000	130.00	70.000	150.00	50.000	80.000	130.00	0.0000	190.00	95.000	145.00	55.000	210.00	225.00
170.00	65.000	125.00	45.000	180.00	165.00	70.000	190.00	0.0000	145.00	55.000	145.00	55.000	80.000
90.000	90.000	60.000	105.00	50.000	20.000	125.00	95.000	145.00	0.0000	90.000	45.000	185.00	210.00
125.00	20.000	75.000	20.000	125.00	110.00	60.000	145.00	55.000	90.000	0.0000	95.000	100.00	125.00
45.000	80.000	25.000	105.00	35.000	45.000	100.00	55.000	145.00	45.000	95.000	0.0000	175.00	195.00
185.00	95.000	150.00	80.000	210.00	205.00	80.000	210.00	55.000	185.00	100.00	175.00	0.0000	25.000
200.00	120.00	170.00	105.00	230.00	225.00	95.000	225.00	80.000	210.00	125.00	195.00	25.000	0.0000
